,title,description,datetime,category,agency
126,قیمت سکه و طلا امروز یکشنبه ۱۴۰۱/۷/۲۴,"
امروز در بازار آزاد تا این لحظه قیمت طلای ۱۸ عیار هر گرم یک میلیون و ۳۵۶ هزار تومان و قیمت سکه تمام‌بهار آزادی طرح جدید ۱۵ میلیون و ۵۶ هزار تومان است.
",2022-10-16 13:32:14,اخبار طلا و سکه,خبرگزاری دانشجو
127,قیمت طلا صعودی شد,"
اقتصاد نیوز : قیمت اونس طلا امروز در محدوده ۱۷۰۲ دلار معامله شد.این قیمت در مقایسه با روز گذشته ۷ دلار رشد را نشان می دهد.
",2022-10-16 12:56:20,اخبار طلا و سکه,دنیای اقتصاد
128,احتمال کاهش قیمت طلا چقدر است؟,"
قیمت طلا در روز جمعه (۱۴ اکتبر) بیش از یک درصد کاهش یافت و به سمت بدترین هفته خود از اواسط آگوست پیش رفت که با تقویت دلار آمریکا کاهش یافت و نگرانی فدرال رزرو با افزایش شدید نرخ بهره برای مهار تورم ادامه خواهد داشت.
",2022-10-16 11:06:37,اخبار طلا و سکه,اقتصاد آنلاین
129,پیش‌بینی بازارهای جهانی از کاهش قیمت طلا,"
قیمت طلا در روز جمعه (۱۴ اکتبر) بیش از یک درصد کاهش یافت و به سمت بدترین هفته خود از اواسط آگوست پیش رفت که با تقویت دلار آمریکا کاهش یافت و نگرانی فدرال رزرو با افزایش شدید نرخ بهره برای مهار تورم ادامه خواهد داشت.
",2022-10-16 10:26:21,اخبار طلا و سکه,اخبار بانک
130,پیش‌بینی قیمت طلا براساس آنچه گذشت,"
در هفته‌ای که گذشت طلا کاهش 2 درصدی را تجربه کرد؛ اما باید دید در هفته آتی با توجه به نرخ بهره و نوسان بازده اوراق قرضه، تغییر قیمت طلا چگونه خواهد بود.
",2022-10-16 10:18:10,اخبار طلا و سکه,اخبار ویژه
131,پیش بینی قیمت طلا و سکه در معاملات امروز ۲۴ مهر,"
برخی کارشناسان معتقدند که نوسان محدود دلار موجب شده قیمت سکه هم سوخت کافی برای صعود نداشته باشد.
",2022-10-16 10:16:38,اخبار طلا و سکه,نبض بازار
132,این طلای ۵۰۰میلیونی، ۵میلیون بیشتر نمی‌ارزد!,"
رییس سازمان ملی استاندارد گفت: می‌بینیم فلان فروشگاه زنجیره‌ای ادعا می‌کند من زیورآلات جواهری تولید می‌کنم. اما دیدم دو دستگاه فرسوده و قدیمی گذاشته و با نیروهای غیر حرفه‌ای را به کار گرفته‌اند تا انگشتر تولید کنند و در فضای مجازی بفروشند.
",2022-10-16 09:26:18,اخبار طلا و سکه,اخبار بانک
133,وضعیت نرخ انواع سکه پارسیان در معاملات امروز ۲۴ مهر ۱۴۰۱ + جدول,"
قیمت روز سکه پارسیان در انواع سوت با عیار ۷۵۰ را در جدول زیر مشاهده کنید.
",2022-10-16 09:26:16,اخبار طلا و سکه,نبض بازار
134,نوسان قیمت حباب سکه بهار آزادی/ حباب انواع سکه در معاملات امروز ۲۴ مهر ۱۴۰۱ + جدول,"
وضعیت حباب انواع سکه (امامی، بهار آزادی، نیم‌سکه، ربع‌سکه و سکه گرمی) در معاملات امروز بازار سکه در جدول زیر گردآوری شده است.
",2022-10-16 09:16:49,اخبار طلا و سکه,نبض بازار
135,شوک ریزش قیمت طلا به بازار سکه /پیش بینی قیمت سکه ۲۴ مهر ۱۴۰۱,"
اقتصادنیوز: ارزش ذاتی سکه کمتر شده و حباب سکه به سطح بی سابقه ای در سال جاری رسیده، همین موضوع از نگاه عده ای از معامله گران ممکن است زمینه ی کاهش قیمت سکه را فراهم‌ کند.
",2022-10-16 09:16:43,اخبار طلا و سکه,اقتصاد نیوز
136,سکه کانال عوض کرد,"
برخلاف بازار ارز که قیمت دلار دیروز در یک نقطه ایستاده و بی‌تحرک ماند، قیمت طلا و سکه با ریزش مواجه شد.
",2022-10-16 08:51:29,اخبار طلا و سکه,سایت طلا
137,پیش‌بینی آینده تیره‌وتار برای طلا!,"
اقتصادنیوز: چشم انداز کوتاه مدت طلا همچنان تیره و تار است و تحلیلگران با توجه به کاهش قیمت طلا به زیر 1650 دلار در هر اونس آینده کاهشی را برای این فلز پیش‌بینی می‌کنند.
",2022-10-16 02:11:55,اخبار طلا و سکه,اقتصاد نیوز
138,تاریخ‌سازی دختر ایرانی در دوومیدانی بانوان,"
بسته ورزشی ایرنا در بیست‌و سومین روز از مهرماه سال ۱۴۰۱ به کسب اولین مدال طلا در دوومیدانی بانوان، کسب مدال نقره ملی پوش دسته ۱۰۲ کیلوگرم وزنه‌برداری ایران در وزنه برداری قهرمانی آسیا، آغاز دومین اردوی ریکاوری تیم ملی فوتبال، بازداشت ستاره منچستریونایتد و اخبار دیگر ورزشی پرداخته است.
",2022-10-16 00:02:21,اخبار طلا و سکه,ایران اکونومیست
139,قیمت دلار رنج شد ، طلا و سکه ریزش کرد,"
اقتصادنیوز: قیمت دلار امروز رنج شد ، طلا و سکه ریزش کرد
",2022-10-15 22:11:40,اخبار طلا و سکه,اقتصاد نیوز
140,۱۶ فیلم هیجان‌انگیز کمپانی A24؛ از بدترین تا بهترین,"
",2022-10-15 19:16:32,اخبار طلا و سکه,دیجی کالا مگ
141,نایب قهرمانی دهدار در دسته ۱۰۲ کیلوگرم وزنه‌برداری قهرمانی آسیا۲۰۲۲,"
وزنه‌بردار ایران در دسته ۱۰۲ کیلوگرم قهرمانی آسیا ۲۰۲۲ نایب قهرمان شد و ۳ مدال نقره و برنز کسب کرد.
",2022-10-15 19:06:43,اخبار طلا و سکه,ایران اکونومیست
142,وزنه برداری قهرمانی آسیا؛ دهدار به مدال نقره رسید,"
تهران_ ایرنا_ ملی پوش دسته ۱۰۲ کیلوگرم وزنه‌برداری ایران به عنوان نایب قهرمانی مسابقات قهرمانی آسیا در این رشته رسید.
",2022-10-15 19:06:39,اخبار طلا و سکه,ایران اکونومیست
143,دلار، راه صعود نقره را بست,"
با توجه به تقویت کلی دلار آمریکا، قیمت نقره فروش شش روزه خود را تکمیل کرد و بیش از 4 درصد کاهش یافت.
",2022-10-15 16:57:57,اخبار طلا و سکه,اخبار ویژه
144,ثبات قیمت در بازار طلا / حباب سکه یک میلیون و 900 هزار تومان,"
شربیانی گفت:قیمت طلا و سکه در معاملات امروز نسبت به روز پنج شنبه با نوسان محدود داد و ستد می شود و تغییر زیادی نداشت.
",2022-10-15 16:41:37,اخبار طلا و سکه,سایت طلا
145,دلار، تقاضای نفت را درهم شکست,"
با وجود کاهش تولید اوپک پلاس، نگرانی‌های شدید در مورد رکود جهانی و کمبود تقاضا باعث شد که قیمت نفت در روز جمعه 3 درصد کاهش یابد.
",2022-10-15 13:54:48,اخبار طلا و سکه,اخبار ویژه
146,قیمت سکه امروز بیست و سوم مهر ۱۴۰۱,"
​قیمت هر قطعه سکه تمام بهار آزادی طرح جدید، امروز بیست و سوم مهر مهر ماه ۱۴۰۱ به ۱۴ میلیون ۸۹۰ هزار تومان رسید.
",2022-10-15 13:31:58,اخبار طلا و سکه,اقتصاد آنلاین
147,بهبود دلار، طلا را مغبون کرد,"
با بهبودیافتن ارزش دلار پس از انتشار گزارش تورم در روز پنج‌شنبه، قیمت طلا به روند کاهشی خود ادامه داد.
",2022-10-15 12:38:35,اخبار طلا و سکه,اخبار ویژه
148,طلا می تواند به اوج قیمتی بازگردد؟,"
در حالی که سرمایه‌گذاران انتظارات خود را از یک فدرال رزرو بسیار تهاجمی در پایان سال تکرار می‌کنند، بازار طلا هفته را با کاهش نزدیک به ۹۰ دلار نسبت به بالاترین رقم ماه اکتبر خود به پایان می‌رساند.
",2022-10-15 12:16:22,اخبار طلا و سکه,اقتصاد آنلاین
149,نگرانی بازار سکه از ریزش قیمت طلا,"
اقتصاد نیوز : به نظر می رسد در شرایط فعلی ریزش بیش از ۲۰ دلاری اونس طلا موجب نگرانی برخی از معامله گران سکه در داخل کشور شده و انتظارات کاهشی تقویت شده است.
",2022-10-15 11:02:32,اخبار طلا و سکه,دنیای اقتصاد
150,ریزش انس در بازار جهانی,"
انس بعد از صعود و برخورد به سقف کانال نزولی، باز هم به ریزش خود ادامه داد.
",2022-10-15 10:46:51,اخبار طلا و سکه,مهر
151,هواپیمای شخصی و لاکچری شاه کجاست؟,"
",2022-10-15 10:46:45,اخبار طلا و سکه,اخبار بانک
152,قیمت سکه سقوط می‌کند؟,"
به باور معامله گران اگر دلار به بالای مرز ۳۳ هزار تومان نرود، احتمال دارد که قیمت سکه به سوی ۱۴ میلیون و ۸۰۰ هزار تومانی حرکت کند.
",2022-10-15 10:46:43,اخبار طلا و سکه,نبض بازار
153,قیمت سکه و طلا امروز شنبه ۱۴۰۱/۷/۲۳,"
سکه بهار آزادی که ۸۰۰ روز پیش تا ۱۱،۱۰۰،۰۰۰ (یازده میلیون و یکصد هزار) تومان رسیده بود، امروز - شنبه ۲۳ مهر ۱۴۰۱ مصادف با ۱۵ اکتبر ۲۰۲۲ - با کاهش ۵.۷۱ درصدی به ۱۰،۵۰۰،۰۰۰ (ده میلیون و پانصد هزار) تومان رسید.
",2022-10-15 10:26:17,اخبار طلا و سکه,خبرگزاری دانشجو
154,پیش بینی مهم درباره قیمت امروز سکه در بازار,"
صعودی دلار ممکن است در ابتدای روز شنبه ادامه پیدا نکند و هم زمان کاهش بهای اونس طلا موجب شده است که انتظارات نزولی در بازار سکه تقویت شوند
",2022-10-15 10:11:49,اخبار طلا و سکه,بازار نیوز
155,طلا و سکه بخریم یا نخریم؟,"
 قیمت طلا و سکه در روزهای گذشته روندی افزایشی را طی کرد. کارشناسان می‌گویند با توجه به این که قیمت طلا و سکه در کشور متاثر از نرخ دلار است، قیمت طلای آب شده یا سکه، با افزایش همراه خواهد بود.
",2022-10-15 10:11:44,اخبار طلا و سکه,اقتصاد 24
156,دورنمای مثبتی برای طلا وجود ندارد,"
تحلیلگران به‌دنبال پایین آمدن قیمت طلا به زیر سطح 1650 دلار، دورنمای مثبتی را در کوتاه‌مدت برای آن متصور نیستند و عامل اصلی برای این پیش‌بینی بدبینانه را سیاست‌های سخت‌گیرانه بانک‌های مرکزی می‌دانند.
",2022-10-15 10:11:39,اخبار طلا و سکه,سایت طلا
157,قیمت طلا و نقره همچنان رو به کاهش,"
قیمت هر اونس طلا امروز با ۱.۳۱ درصد کاهش به ۱۶۴۴ دلار و ۴۷ سنت رسید.
",2022-10-15 09:46:28,اخبار طلا و سکه,اقتصاد آنلاین
158,​سکه بازان نگران شدند/ سکه به کدام سمت می رود؟,"
به نظر می رسد سکه بازان با کاهش قیمت طلا به بازار دلار چشم دوخته اند.
",2022-10-15 09:46:26,اخبار طلا و سکه,سایت طلا
159,قیمت سکه ریزشی می شود؟ /دلار زیر پای سکه بازان را سست کرد,"
حرکت صعودی دلار ممکن است در ابتدای روز شنبه ادامه پیدا نکند و هم زمان کاهش بهای اونس طلا موجب شده است که انتظارات نزولی در بازار سکه تقویت شوند.
",2022-10-15 07:16:30,اخبار طلا و سکه,اقتصاد نیوز
160,واکنش جالب نیوشا ضیغمی به مولتی میلیارد بودن همسرش / مهم ترین الویت زندگیم پول نیست,"
",2022-10-14 23:11:28,اخبار طلا و سکه,اقتصاد آنلاین
161,چهار مدال ایران در مسابقات سریع رده‌های سنی شطرنج آسیا,"
شطرنج‌بازان ایران در مسابقات سریع قهرمانی رده‌های سنی آسیا موفق شدند چهار مدال شامل یک طلا، دو نقره و یک برنز کسب کنند.
",2022-10-14 22:16:22,اخبار طلا و سکه,ایران اکونومیست
162,طلا و سکه درجا زد/ اونس طلا چقدر ارزان شد؟,"
نوسانات قیمتی در طول یک هفته گذشته در بازار طلا و سکه از کاهش قیمت ناچیز آن‌ها حکایت دارد.
",2022-10-14 21:26:21,اخبار طلا و سکه,خبر آنلاین
163,بازار طلا و سکه تکان خورد,"
به گفته رئیس اتحادیه طلا و جواهر تهران، روند کاهشی که اونس جهانی طلا از اواسط هفته و همزمان با بازگشایی مجدد بازارهای جهانی به خود گرفته بود، تا بعدازظهر روز گذشته (پنجشنبه) بیشتر دوام نداشت و پس از آن، قیمت هر اونس طلا در مسیر افزایشی قرار گرفت
",2022-10-14 20:06:22,اخبار طلا و سکه,سایت طلا
164,وضعیت بازار سکه و طلای داخلی با تحولات ناگهانی بازارهای جهانی,"
به گفته رئیس اتحادیه طلا و جواهر تهران، روند کاهشی که اونس جهانی طلا از اواسط هفته و همزمان با بازگشایی مجدد بازارهای جهانی به خود گرفته بود، تا بعدازظهر روز گذشته (پنجشنبه) بیشتر دوام نداشت و پس از آن، قیمت هر اونس طلا در مسیر افزایشی قرار گرفت؛ همین افزایش قیمت طلا در بازارهای جهانی و البته نوسانات نرخ ارز در بازارهای داخلی، بازار سکه و طلای داخلی را هم تکان داد و با کمی افزایش همراه کرد.
",2022-10-14 14:26:16,اخبار طلا و سکه,ایران اکونومیست
165,سه شنبه؛ پیش گشایش قراردادهای آتی نقره,"
بورس کالا اعلام کرد: قرارداد آتی نقره تحویلی دی ۱۴۰۱، از سه شنبه ۲۶ مهر قابل معامله است.
",2022-10-14 13:02:06,اخبار طلا و سکه,همشهری آنلاین
166,طلای جهانی در آستانه سقوط هفتگی,"
بهای هر اونس طلا با چهار درصد افزایش به ۱۶۷۰ دلار و ۶۰ سنت رسید و قیمت‌ها تاکنون در هفته ۱.۶ درصد کاهش یافته است. قیمت طلا در بازار معاملات آتی آمریکا با ۰.۲۴ درصد افزایش به ۱۶۷۱ دلار و ۶۰ سنت رسید.
",2022-10-14 13:02:05,اخبار طلا و سکه,فرارو
167,هشدار رییس سازمان استاندارد به خریداران طلا,"
اینترنت، طلا، نان، خودرو و ... .نام هر کالایی را ببرید ، پای استاندارد نیز وسط می‌آید ولی رئیس سازمان استاندارد تاکید دارد جایی که موضوع جان، ایمنی، سلامت و کیفیت و رضایت مردم مطرح است ، هیچ خط قرمزی را به رسمیت نمی‌شناسیم.
",2022-10-14 11:31:47,اخبار طلا و سکه,سایت طلا
168,آیین نامه واردات خودرو مبتذل است/ خودروسازان درحال انباشته کردن خشم مردم+ فیلم,"
کارشناس صنعت خودرو گفت: اینکه مسئولین حرف از تحول در صنعت خودرو می‌زنند، وعده سرخرمن است، در سال ۱۳۸۳ هم آقای منطقی معتقد بود که تا ۵ سال دیگر به خودروساز‌های دنیا می‌رسیم.
",2022-10-14 11:11:43,اخبار طلا و سکه,خبرگزاری دانشجو
169,نرخ امروز ۲۲ مهر ۱۴۰۱ فلزات گرانبها در بازار‌های جهانی,"
در معاملات بازار فلزات گرانبها امروز، قیمت هر انس طلا با افزایش ۰.۰۶ درصدی، برابر ۱،۶۶۶.۹۹ دلار به ثبت رسید.
",2022-10-14 10:16:23,اخبار طلا و سکه,نبض بازار
170,طلای جهانی دوباره در روند صعودی,"
قیمت هر اونس طلا امروز با ۰.۱۱ درصد افزایش به ۱۶۶۸ دلار و ۱۸ سنت رسید.
",2022-10-14 09:41:45,اخبار طلا و سکه,اقتصاد آنلاین
171,حباب انواع سکه معاملات امروز ۲۲ مهر ۱۴۰۱ + فیلم,"
وضعیت حباب انواع سکه (امامی، بهار آزادی، نیم‌سکه، ربع‌سکه و سکه گرمی) در معاملات امروز بازار سکه در جدول زیر گردآوری شده است.
 ",2022-10-14 09:16:15,اخبار طلا و سکه,نبض بازار
172,ورود مجدد طلا به سراشیبی قیمتی!,"
اقتصادنیوز: با انتشار آمار دور از انتظار شاخص مصرف‌کننده در آمریکا در ماه سپتامبر، قیمت طلا در بازارهای جهانی وارد روند نزولی شد.
",2022-10-14 01:41:20,اخبار طلا و سکه,اقتصاد نیوز
173,مراحل جالب ساخت یک انگشتر + فیلم,"
یک طلاساز ماهر باید بتواند وزن طلا و جواهر را مطابق خواست مشتری خود در آورد تا با توجه به نوسان قیمت طلا نیاز مشتری خود را بر آورده کند.
",2022-10-14 00:46:13,اخبار طلا و سکه,سایت طلا
174,کسب ۳ مدال توسط نوجوانان ایران در روز اول دوومیدانی قهرمانی آسیا,"
نوجوانان ایران در روز نخست رقابت‌های دوومیدانی قهرمانی آسیا سه مدال نقره و برنز کسب کردند.
",2022-10-13 23:31:31,اخبار طلا و سکه,ایران اکونومیست
175,قیمت اونس طلا ثابت ماند /طلا ۱۸ عیار بالا کشید,"
اقتصادنیوز : اقتصادنیوز: قیمت اونس طلا امروزنسبت به دیروز ثابت بود و در محدوده ۱۶۷۱ دلار به فروش رسید.
",2022-10-13 20:16:27,اخبار طلا و سکه,دنیای اقتصاد
176,قیمت طلا امروز بیست و یک مهر ماه در بازار (مثقال ۱۸ عیار، طلا گرم ۱۸ عیار),"
قیمت طلا برای امروز ۲۱ مهر ۱۴۰۱ اعلام شد، قیمت طلای ۱۸ عیار به ۱ میلیون و ۳۶۳ هزار ۱۶۸ تومان رسید.
",2022-10-13 18:41:30,اخبار طلا و سکه,اقتصاد آنلاین
177,۲مدال نقره و برنز چترایی در وزنه برداری قهرمانی آسیا,"
ایران در دسته ۸۹ کیلوگرم وزنه برداری مردان قهرمانی آسیا ۲۰۲۲ صاحب دو مدال برنز و یک نقره شد.
",2022-10-13 16:31:58,اخبار طلا و سکه,ایران اکونومیست
178,پیش بینی تحلیلگران از قیمت جهانی طلا,"
قیمت طلا امروز (پنجشنبه) در بازه اندکی سقوط کرد زیرا فعالان بازار موضع محتاطانه‌ای را در آستانه اعلام نرخ تورم کلیدی در ایالات‌متحده حفظ کردند که می‌تواند بر مقدار افزایش بعدی نرخ بهره فدرال رزرو تأثیر بگذارد.
",2022-10-13 14:02:42,اخبار طلا و سکه,اقتصاد آنلاین
179,سازمان ملل، روسیه را نقره داغ کرد,"
مجمع عمومی سازمان ملل متحد با صدور قطعنامه‌ای آن چه را که «تلاش برای الحاق چهار منطقه اوکراین توسط روسیه» عنوان کرد، محکوم کرد.
",2022-10-13 13:26:18,اخبار طلا و سکه,اقتصاد نیوز
180,درخشش طلا در گرو کم‌فروغی دلار,"
با وجود آرامش نسبی امروز و کاهش کلی دلار آمریکا، طلا نتوانست بر منحنی افزایش بحرانی تورم غلبه کند و در محدوده‌ی بالای 1660 دلار باقی ماند.
",2022-10-13 13:20:07,اخبار طلا و سکه,اخبار ویژه
181,قیمت طلا باز هم بالا رفت,"
قیمت سکه متاثر از افزایش ۰/۰۷ درصدی قیمت انس جهانی طلا ۱۷ هزار تومان نسبت به روز گذشته رشد داشت و به قیمت ۱۴ میلیون و ۹۱۶ هزار تومان رسید. این افزایش نشان می‌دهد که روند بازار طلا فعلا با ثبات است.
",2022-10-13 12:31:50,اخبار طلا و سکه,اقتصاد 24
182,قیت هر گرم طلای ۱۸ عیار امروز چقدر شد؟,"
آخرین قیمت انواع طلا در بازار امروز ۲۱ مهر ۱۴۰۱ را می‌توانید در گزارش زیر مشاهده کنید.
",2022-10-13 12:16:33,اخبار طلا و سکه,نبض بازار
183,بهای دلار، اهرم فشاری بر نفت,"
در حالی که اوپک و وزارت انرژی ایالات متحده، چشم‌انداز تقاضا را کاهش داده‌اند، قیمت نفت پس از کاهش روز قبل، امروز درصدد افزایش تلاش کرد.
",2022-10-13 11:50:08,اخبار طلا و سکه,اخبار ویژه
184,جدیدترین قیمت انواع سکه پارسیان امروز ۲۱ مهر ۱۴۰۱,"
در جدول زیر جدیدترین قیمت سکه پارسیان در انواع سوت با عیار ۷۵۰ را مشاهده کنید.
",2022-10-13 08:51:36,اخبار طلا و سکه,نبض بازار
185,آخرین نرخ حباب انواع سکه امروز ۲۱ مهر ۱۴۰۱ + جدول,"
وضعیت حباب انواع سکه (امامی، بهار آزادی، نیم‌سکه، ربع‌سکه و سکه گرمی) در معاملات امروز بازار سکه در جدول زیر گردآوری شده است.
",2022-10-13 07:16:35,اخبار طلا و سکه,نبض بازار
186,کام‌بک طلا پس از ۵روز,"
اقتشادنیوز: دلار پس از صعود به اوج 24 ساله خود در برابر ین، دوباره افزایش یافت.
",2022-10-13 02:41:34,اخبار طلا و سکه,اقتصاد نیوز
187,تایسون آسیا: برای طلا روی رینگ می‌روم,"
دارنده مدال نقره بوکس آسیا گفت: با تجربه‌ای که از مسابقات جهانی و آسیایی به دست آورده‌ام، برای کسب طلا روی رینگ می‌روم.
",2022-10-13 02:11:45,اخبار طلا و سکه,ایران اکونومیست
188,پیش بینی قیمت طلا و سکه فردا ۲۱ مهر ۱۴۰۱,"
امروز هر گرم طلا ۱۸ عیار مانند روز قبل با کاهش قیمت روبرو شد، بطوری که هر گرم طلا ۱۸ عیار که روز قبل تا ۱,۳۵۹,۶۰۰تومان رسیده بود، امروز چهارشنبه ۲۰ مهر ۱۴۰۱ با کاهش ۰.۱۹ درصدی به ۱,۳۵۷,۰۰۰ تومان رسید.
",2022-10-12 20:46:33,اخبار طلا و سکه,نبض بازار
189,روند افزایشی قیمت طلا بعد ۵ روز,"
هر اونس طلا پس از ۵ روز متوالی کاهشی، در معاملات امروز با ۴ دلار و ۳۸ سنت افزایش به ۱۶۷۰.۷۲ دلار رسید.
",2022-10-12 17:01:42,اخبار طلا و سکه,نبض بازار
190,افق پیش‌روی نفت؛ مه‌آلود!,"
برخلاف کاهش دو درصدی در جلسه قبل که ناشی از نگرانی عرضه بود، نفت خام امروز حرکتی صعودی داشت.
",2022-10-12 16:06:30,اخبار طلا و سکه,اخبار ویژه
191,کاهش جذابیت سرمایه گذاری در طلا,"
سرمایه‌گذاران منتظر انتشار صورتجلسه نشست سپتامبر فدرال رزرو هستند. همچنین تمرکز بر نرخ تورم در روز پنجشنبه است که می تواند مسیر افزایش نرخ بهره فدرال رزرو را روشن کند.
",2022-10-12 15:01:52,اخبار طلا و سکه,سایت طلا
192,پیشتازی تهران با ۱۰۲ مدال در المپیاد استعدادهای برتر,"
ستاد المپیاد استعدادهای برتر ورزش کشور اعلام کرد: استان تهران با ۱۰۲ مدال طلا، نقره و برنز پیشتاز سومین دوره المپیاد استعدادهای برتر ورزش کشور است.
",2022-10-12 14:41:36,اخبار طلا و سکه,ایران اکونومیست
193,شرط سوگیری مثبت طلا,"
در حالی که معامله‌گران طلا امیدوارانه چشم‌انتظار نشست فدرال رزرو هستند، قیمت طلا امروز تلاش کرد تا در سطح 1668 دلاری تثبیت شود.
",2022-10-12 14:04:55,اخبار طلا و سکه,اخبار ویژه
194,قیمت دلار و سکه رنج شد /طلا افت کرد، درهم مقاومت!,"
اقتصادنیوز : بازار ارز و سکه امروز شاهد رنج شدن قیمت سکه و قیمت دلار بود .
",2022-10-12 13:51:29,اخبار طلا و سکه,اقتصاد نیوز
195,نرخ سکه و طلا در بازار +جدول,"
قیمت سکه، طلا و دلار چهارشنبه ۲۰ مهر ۱۴۰۱ در بازار تهران مشخص شد.
",2022-10-12 13:16:31,اخبار طلا و سکه,مشرق
196,قیمت جهانی طلا امروز ۲۰ مهر ۱۴۰۱ / اونس ثابت ماند,"
قیمت هر اونس طلا امروز چهارشنبه ۲۰ مهر به ۱۶۶۸ دلار و ۲ سنت رسید.
",2022-10-12 13:02:26,اخبار طلا و سکه,نبض بازار
197,قیمت طلا و دلار امروز چهارشنبه 20 مهر 1401 / قیمت طلا دوباره پایین آمد,"
اقتصادنیوز: امروز قیمت طلا 18 عیار پایین آمد .
",2022-10-12 12:31:37,اخبار طلا و سکه,اقتصاد نیوز
198,قیمت ربع سکه بهار آزادی چهارشنبه ۲۰ مهر ۱۴۰۱,"
ربع سکه بهار آزادی امروز چهارشنبه ۲۰ مهر بدون تغییر قیمت نسبت به دیروز سه میلیون و ۱۸۰ هزار فروخته شد
",2022-10-12 12:27:20,اخبار طلا و سکه,فرارو
199,نرخ ارز، دلار، سکه، طلا و یورو ۲۰ مهر ۱۴۰۱,"
دلار امروز سه‌شنبه ۲۰ مهر در صرافی ملی ۲۸ هزار و ۹۰۰ تومان فرخته شد. قیمت سکه امامی به یک قدمی مرز ۱۵ میلیون رسید
",2022-10-12 12:12:55,اخبار طلا و سکه,فرارو
200,طلای جهانی گران شد,"
هر اونس طلا در بازار جهانی رشد پیدا کرد و ۱۶۶۸ دلار و ۲ سنت معامله شد.
",2022-10-12 11:02:21,اخبار طلا و سکه,اقتصاد 24
201,قیمت سکه و طلا امروز چهارشنبه ۱۴۰۱/۷/۲۰,"
سکه بهار آزادی که ۷۹۷ روز پیش تا ۱۱،۱۰۰،۰۰۰ (یازده میلیون و یکصد هزار) تومان رسیده بود، امروز - چهارشنبه ۲۰ مهر ۱۴۰۱ مصادف با ۱۲ اکتبر ۲۰۲۲ - با کاهش ۵.۷۱ درصدی به ۱۰،۵۰۰،۰۰۰ (ده میلیون و پانصد هزار) تومان رسید.
",2022-10-12 09:26:28,اخبار طلا و سکه,خبرگزاری دانشجو
202,قیمت جهانی طلا امروز ۱۴۰۱/۰۷/۲۰ / اونس طلا بالا رفت,"
قیمت هر اونس طلا امروز با ۰.۱۰ درصد افزایش به ۱۶۶۸ دلار و ۲ سنت رسید.
",2022-10-12 09:26:22,اخبار طلا و سکه,اقتصاد نیوز
203,پیش بینی قیمت سکه در مرز ۱۵ میلیون تومان,"
فعالان بازار می گفتند در صورتی که بازیگران ارزی در بازار امروز موفق به شکست خط ۳۲ هزار و ۸۰۰ تومان شوند و اسکناس آمریکایی بالای مرز یاد شده قرار بگیرد این امر ممکن است بر قدرت سکه بازان‌افزایشی بیفزاید و سکه بالای کانال ۱۵ میلیون تومان معامله شود.
",2022-10-12 09:16:35,اخبار طلا و سکه,اقتصاد نیوز
204,نوسان قیمت حباب سکه امامی امروز چگونه است؟ /حباب در بازار سکه امروز ۲۰ مهر ۱۴۰۱,"
قیمت امروز حباب سکه امامی، بهار آزادی، نیم‌سکه، ربع‌سکه و سکه گرمی را جدول زیر ملاحظه کنید.
",2022-10-12 09:16:33,اخبار طلا و سکه,نبض بازار
205,کاهش ۱۹ درصدی قیمت طلا از زمان اوج,"
قیمت هر اونس طلا امروز با ۰.۱۰ درصد افزایش به ۱۶۶۸ دلار و ۲ سنت رسید.
",2022-10-12 09:02:15,اخبار طلا و سکه,اقتصاد آنلاین
206,قیمت جهانی طلا امروز ۱۴۰۱/۰۷/۲۰,"
قیمت هر اونس طلا امروز با ۰.۱۰ درصد افزایش به ۱۶۶۸ دلار و ۲ سنت رسید.
",2022-10-12 08:51:22,اخبار طلا و سکه,تسنیم
207,جدیدترین قیمت انواع سکه پارسیان امروز ۲۰ مهر ۱۴۰۱ + جدول,"
قیمت روز سکه پارسیان در انواع سوت با عیار ۷۵۰ را در جدول زیر مشاهده کنید.
",2022-10-12 08:46:21,اخبار طلا و سکه,نبض بازار
208,قیمت طلا جهش کرد /احتیاط معامله‌گران طلا,"
بیشتر معامله گران از هر گونه معامله بزرگ پرهیز می کنند. آنها در انتظارند تا تکلیف آمار تورم و متعاقبا مسیر سیاستی فدرال رزرو در آینده روشن شود.
",2022-10-12 07:56:13,اخبار طلا و سکه,اقتصاد نیوز
209,قیمت سکه جهش کرد/حباب سکه در آستانه رکورد جدید,"
افزایش قیمت سکه در بازار تا محدوده ۱۵ میلیون و ۳۰۰ هزار تومان، در شرایطی که ارزش ذاتی این فلز گران بها در هفته جاری روند صعودی نداشته است، زمینه ساز افزایش حباب سکه به محدوده ۱۹ درصد شده است.
",2022-10-12 07:26:15,اخبار طلا و سکه,اقتصاد نیوز
